Id,OrderDate,CustomerId,TotalAmount,OrderNumber
191,"2013-02-06",79,567.50,"542568"
192,"2013-02-07",51,1078.00,"542569"
193,"2013-02-10",71,5793.10,"542570"
194,"2013-02-10",55,1755.00,"542571"
195,"2013-02-11",20,1792.00,"542572"
196,"2013-02-12",66,537.60,"542573"
197,"2013-02-12",5,1031.70,"542574"
198,"2013-02-13",5,174.90,"542575"
199,"2013-02-14",79,273.60,"542576"
200,"2013-02-14",67,914.40,"542577"
201,"2013-02-17",64,443.40,"542578"
202,"2013-02-18",7,1838.20,"542579"
203,"2013-02-19",84,531.40,"542580"
204,"2013-02-19",63,4277.40,"542581"
205,"2013-02-20",71,2096.00,"542582"
206,"2013-02-21",4,453.00,"542583"
207,"2013-02-21",41,414.00,"542584"
208,"2013-02-24",87,2684.00,"542585"
209,"2013-02-25",39,656.00,"542586"
210,"2013-02-25",39,1584.00,"542587"
211,"2013-02-26",76,3891.00,"542588"
212,"2013-02-27",84,1688.00,"542589"
213,"2013-02-28",24,234.80,"542590"
214,"2013-02-28",46,2051.60,"542591"
215,"2013-03-03",16,156.00,"542592"
216,"2013-03-04",76,713.30,"542593"
217,"2013-03-04",28,1848.00,"542594"
218,"2013-03-05",83,2719.00,"542595"
219,"2013-03-06",15,216.00,"542596"
220,"2013-03-06",49,235.20,"542597"
221,"2013-03-07",39,717.60,"542598"
222,"2013-03-10",89,1125.50,"542599"
223,"2013-03-11",9,1820.80,"542600"
224,"2013-03-11",11,1328.00,"542601"
225,"2013-03-12",72,1051.20,"542602"
226,"2013-03-13",38,230.40,"542603"
227,"2013-03-13",58,1249.10,"542604"
228,"2013-03-14",76,1770.80,"542605"
229,"2013-03-17",35,182.40,"542606"
230,"2013-03-17",60,672.00,"542607"
231,"2013-03-18",84,496.00,"542608"
232,"2013-03-19",65,10495.60,"542609"
233,"2013-03-20",23,756.00,"542610"
234,"2013-03-20",67,1472.00,"542611"
235,"2013-03-21",43,147.00,"542612"
236,"2013-03-24",89,704.00,"542613"
237,"2013-03-24",11,386.20,"542614"
238,"2013-03-25",47,1760.00,"542615"
239,"2013-03-26",35,1272.00,"542616"
240,"2013-03-26",62,925.10,"542617"
241,"2013-03-27",25,1560.00,"542618"
242,"2013-03-28",59,502.20,"542619"
243,"2013-03-31",35,3163.20,"542620"
244,"2013-03-31",28,305.30,"542621"
245,"2013-04-01",10,896.00,"542622"
246,"2013-04-02",41,676.00,"542623"
247,"2013-04-02",15,912.00,"542624"
248,"2013-04-03",42,278.00,"542625"
249,"2013-04-04",81,200.00,"542626"
250,"2013-04-04",44,1380.60,"542627"
251,"2013-04-07",35,575.00,"542628"
252,"2013-04-08",46,1412.00,"542629"
253,"2013-04-09",41,550.80,"542630"
254,"2013-04-09",6,149.00,"542631"
255,"2013-04-10",58,816.30,"542632"
256,"2013-04-11",37,2048.50,"542633"
257,"2013-04-11",89,1388.50,"542634"
258,"2013-04-14",51,147.90,"542635"
259,"2013-04-15",39,462.00,"542636"
260,"2013-04-15",3,881.25,"542637"
261,"2013-04-16",56,240.00,"542638"
262,"2013-04-17",6,136.80,"542639"
263,"2013-04-18",71,4735.44,"542640"
264,"2013-04-18",9,3000.00,"542641"
265,"2013-04-21",21,618.00,"542642"
266,"2013-04-22",86,2427.50,"542643"
267,"2013-04-22",20,8623.45,"542644"
268,"2013-04-23",63,10588.50,"542645"
269,"2013-04-24",37,2614.50,"542646"
270,"2013-04-24",53,352.00,"542647"
271,"2013-04-25",80,4150.05,"542648"
272,"2013-04-28",14,2356.00,"542649"
273,"2013-04-29",70,200.00,"542650"
274,"2013-04-29",12,225.50,"542651"
275,"2013-04-30",44,2657.80,"542652"
276,"2013-05-01",72,2715.90,"542653"
277,"2013-05-01",5,3192.65,"542654"
278,"2013-05-02",9,846.00,"542655"
279,"2013-05-05",87,1344.00,"542656"
280,"2013-05-05",63,1670.00,"542657"
281,"2013-05-06",32,396.20,"542658"
282,"2013-05-07",50,946.00,"542659"
283,"2013-05-08",59,4180.00,"542660"
284,"2013-05-08",54,110.00,"542661"
285,"2013-05-09",19,796.35,"542662"
286,"2013-05-12",24,2295.20,"542663"
287,"2013-05-12",44,517.40,"542664"
288,"2013-05-13",3,2156.50,"542665"
289,"2013-05-14",44,2085.00,"542666"
290,"2013-05-14",68,1823.80,"542667"
291,"2013-05-15",11,139.80,"542668"
292,"2013-05-16",11,355.50,"542669"
293,"2013-05-19",63,10191.70,"542670"
294,"2013-05-19",34,2162.80,"542671"
295,"2013-05-20",39,493.80,"542672"
296,"2013-05-21",46,1770.00,"542673"
297,"2013-05-21",48,417.20,"542674"
298,"2013-05-22",43,210.00,"542675"
299,"2013-05-23",84,2812.00,"542676"
300,"2013-05-23",72,1908.00,"542677"
301,"2013-05-26",79,275.10,"542678"
302,"2013-05-27",63,4181.50,"542679"
303,"2013-05-28",30,749.00,"542680"
304,"2013-05-28",28,1836.00,"542681"
305,"2013-05-29",35,880.50,"542682"
306,"2013-05-30",87,1546.30,"542683"
307,"2013-05-30",56,1819.50,"542684"
308,"2013-06-02",71,3680.50,"542685"
309,"2013-06-03",73,835.20,"542686"
310,"2013-06-03",44,1152.50,"542687"
311,"2013-06-04",4,2142.90,"542688"
312,"2013-06-05",7,547.80,"542689"
313,"2013-06-06",25,1257.30,"542690"
314,"2013-06-06",24,2844.50,"542691"
315,"2013-06-09",66,543.00,"542692"
316,"2013-06-10",67,965.00,"542693"
317,"2013-06-10",65,1299.00,"542694"
318,"2013-06-11",51,711.00,"542695"
319,"2013-06-12",7,2040.00,"542696"
320,"2013-06-12",37,3109.00,"542697"
321,"2013-06-13",29,155.00,"542698"
322,"2013-06-16",65,977.50,"542699"
323,"2013-06-17",51,2595.00,"542700"
324,"2013-06-17",20,647.75,"542701"
325,"2013-06-18",5,1565.65,"542702"
326,"2013-06-19",3,2082.00,"542703"
327,"2013-06-19",82,764.30,"542704"
328,"2013-06-20",52,2147.40,"542705"
329,"2013-06-23",80,838.45,"542706"
330,"2013-06-23",82,569.00,"542707"
331,"2013-06-24",11,477.00,"542708"
332,"2013-06-25",45,317.75,"542709"
333,"2013-06-26",56,1067.10,"542710"
334,"2013-06-26",21,387.50,"542711"
335,"2013-06-27",6,330.00,"542712"
336,"2013-06-30",87,2413.90,"542713"
337,"2013-06-30",7,625.00,"542714"
338,"2013-07-01",88,142.50,"542715"
339,"2013-07-02",66,28.00,"542716"
340,"2013-07-02",61,807.38,"542717"
341,"2013-07-03",63,3900.00,"542718"
342,"2013-07-04",32,72.00,"542719"
343,"2013-07-07",51,1140.00,"542720"
344,"2013-07-07",83,812.50,"542721"
345,"2013-07-08",44,543.65,"542722"
346,"2013-07-09",44,2493.00,"542723"
347,"2013-07-09",55,565.50,"542724"
348,"2013-07-10",20,6300.00,"542725"
349,"2013-07-11",89,1476.10,"542726"
350,"2013-07-11",59,800.10,"542727"
351,"2013-07-14",65,2388.50,"542728"
352,"2013-07-15",11,493.00,"542729"
353,"2013-07-16",36,479.80,"542730"
354,"2013-07-16",35,2285.00,"542731"
355,"2013-07-17",83,65.00,"542732"
356,"2013-07-18",71,1508.00,"542733"
357,"2013-07-18",28,256.50,"542734"
358,"2013-07-21",51,4326.00,"542735"
359,"2013-07-22",81,1413.00,"542736"
360,"2013-07-22",71,6475.40,"542737"
361,"2013-07-23",79,1064.00,"542738"
362,"2013-07-24",18,424.00,"542739"
363,"2013-07-25",41,399.00,"542740"
364,"2013-07-25",91,808.00,"542741"
365,"2013-07-28",71,6375.00,"542742"
366,"2013-07-29",35,358.00,"542743"
367,"2013-07-29",6,464.00,"542744"
368,"2013-07-30",90,120.00,"542745"
369,"2013-07-31",32,5032.00,"542746"
370,"2013-07-31",32,1650.00,"542747"
371,"2013-08-01",51,2697.50,"542748"
372,"2013-08-04",51,1260.00,"542749"
373,"2013-08-05",42,57.50,"542750"
374,"2013-08-05",38,758.50,"542751"
375,"2013-08-06",67,605.00,"542752"
376,"2013-08-07",25,1429.75,"542753"
377,"2013-08-07",78,1393.24,"542754"
378,"2013-08-08",2,479.75,"542755"
379,"2013-08-11",5,1503.60,"542756"
380,"2013-08-11",71,1264.50,"542757"
381,"2013-08-12",7,450.00,"542758"
382,"2013-08-12",30,2775.05,"542759"
383,"2013-08-13",39,918.00,"542760"
384,"2013-08-14",41,62.00,"542761"
385,"2013-08-14",86,620.00,"542762"
386,"2013-08-15",20,6483.05,"542763"
387,"2013-08-15",23,4985.50,"542764"
388,"2013-08-18",49,1380.25,"542765"
389,"2013-08-19",87,629.50,"542766"
390,"2013-08-19",62,2896.25,"542767"
391,"2013-08-20",47,2720.05,"542768"
392,"2013-08-20",70,500.00,"542769"
393,"2013-08-21",86,945.00,"542770"
394,"2013-08-22",35,2054.00,"542771"
395,"2013-08-22",73,870.00,"542772"
396,"2013-08-25",1,1086.00,"542773"
397,"2013-08-25",88,1422.00,"542774"
398,"2013-08-26",34,1535.00,"542775"
399,"2013-08-27",37,1928.00,"542776"
400,"2013-08-27",61,636.00,"542777"
401,"2013-08-28",67,382.50,"542778"
402,"2013-08-28",50,1434.00,"542779"
403,"2013-08-29",21,1820.20,"542780"
404,"2013-09-01",86,530.40,"542781"
405,"2013-09-01",31,331.78,"542782"
406,"2013-09-02",25,1203.50,"542783"
407,"2013-09-02",5,668.70,"542784"
408,"2013-09-03",66,193.00,"542785"
409,"2013-09-04",32,671.35,"542786"
410,"2013-09-04",71,4371.60,"542787"
411,"2013-09-05",63,4668.00,"542788"
412,"2013-09-05",62,1291.60,"542789"
413,"2013-09-08",36,1701.00,"542790"
414,"2013-09-09",37,703.25,"542791"
415,"2013-09-09",48,125.00,"542792"
416,"2013-09-10",9,2032.00,"542793"
417,"2013-09-10",28,1515.75,"542794"
418,"2013-09-11",48,1295.00,"542795"
419,"2013-09-12",68,4666.94,"542796"
420,"2013-09-12",20,1921.00,"542797"
421,"2013-09-15",86,694.75,"542798"
422,"2013-09-15",73,570.00,"542799"
423,"2013-09-16",25,2301.75,"542800"
424,"2013-09-17",26,920.10,"542801"
425,"2013-09-17",5,4210.50,"542802"
426,"2013-09-18",90,412.35,"542803"
427,"2013-09-18",38,45.00,"542804"
428,"2013-09-19",25,1423.00,"542805"
429,"2013-09-22",80,534.85,"542806"
430,"2013-09-22",3,956.90,"542807"
431,"2013-09-23",71,5256.50,"542808"
432,"2013-09-23",7,660.00,"542809"
433,"2013-09-24",55,1682.50,"542810"
434,"2013-09-25",32,1327.00,"542811"
435,"2013-09-25",3,375.50,"542812"
436,"2013-09-26",18,63.00,"542813"
437,"2013-09-26",56,1768.00,"542814"
438,"2013-09-29",31,801.10,"542815"
439,"2013-09-30",59,1638.45,"542816"
440,"2013-09-30",37,6201.90,"542817"
441,"2013-10-01",83,3490.00,"542818"
442,"2013-10-01",5,630.00,"542819"
443,"2013-10-02",34,1150.00,"542820"
444,"2013-10-03",63,10164.80,"542821"
445,"2013-10-03",1,878.00,"542822"
446,"2013-10-06",89,2334.00,"542823"
447,"2013-10-06",63,4825.00,"542824"
448,"2013-10-07",90,642.00,"542825"
449,"2013-10-08",89,996.00,"542826"
450,"2013-10-08",47,1073.90,"542827"
451,"2013-10-09",20,3600.73,"542828"
452,"2013-10-09",52,114.00,"542829"
453,"2013-10-10",71,2048.00,"542830"
454,"2013-10-13",37,3370.00,"542831"
455,"2013-10-13",1,330.00,"542832"
456,"2013-10-14",24,2545.00,"542833"
457,"2013-10-14",62,595.50,"542834"
458,"2013-10-15",35,378.00,"542835"
459,"2013-10-16",55,1893.00,"542836"
460,"2013-10-16",4,1704.00,"542837"
461,"2013-10-17",77,180.40,"542838"
462,"2013-10-17",31,3424.00,"542839"
463,"2013-10-20",27,93.50,"542840"
464,"2013-10-21",71,4451.70,"542841"
465,"2013-10-21",37,1238.40,"542842"
466,"2013-10-22",71,2827.90,"542843"
467,"2013-10-22",71,2941.00,"542844"
468,"2013-10-23",9,1296.00,"542845"
469,"2013-10-24",64,706.00,"542846"
470,"2013-10-24",25,1331.75,"542847"
471,"2013-10-27",39,3463.00,"542848"
472,"2013-10-27",45,1125.67,"542849"
473,"2013-10-28",61,550.00,"542850"
474,"2013-10-29",63,972.50,"542851"
475,"2013-10-29",71,1570.00,"542852"
476,"2013-10-30",89,468.45,"542853"
477,"2013-10-30",51,638.50,"542854"
478,"2013-10-31",21,287.80,"542855"
479,"2013-11-03",19,655.00,"542856"
480,"2013-11-03",66,1710.00,"542857"
481,"2013-11-04",62,1296.75,"542858"
482,"2013-11-04",47,1850.00,"542859"
483,"2013-11-05",9,509.75,"542860"
484,"2013-11-06",14,1990.00,"542861"
485,"2013-11-06",9,360.00,"542862"
486,"2013-11-07",5,1459.00,"542863"
487,"2013-11-07",31,1498.35,"542864"
488,"2013-11-10",45,596.00,"542865"
489,"2013-11-11",37,997.00,"542866"
490,"2013-11-11",85,139.80,"542867"
491,"2013-11-12",74,52.35,"542868"
492,"2013-11-12",85,240.00,"542869"
493,"2013-11-13",89,1770.00,"542870"
494,"2013-11-14",4,285.00,"542871"
495,"2013-11-14",10,3118.00,"542872"
496,"2013-11-17",4,336.00,"542873"
497,"2013-11-17",83,920.00,"542874"
498,"2013-11-18",63,4529.80,"542875"
499,"2013-11-19",14,2311.70,"542876"
500,"2013-11-19",59,1912.85,"542877"
501,"2013-11-20",71,2196.00,"542878"
502,"2013-11-20",38,1080.00,"542879"
503,"2013-11-21",87,1871.25,"542880"
504,"2013-11-24",68,1701.46,"542881"
505,"2013-11-24",53,252.00,"542882"
506,"2013-11-25",27,88.00,"542883"
507,"2013-11-25",49,55.20,"542884"
508,"2013-11-26",9,2598.00,"542885"
509,"2013-11-27",75,2487.50,"542886"
510,"2013-11-27",71,3082.00,"542887"
511,"2013-11-28",68,1644.60,"542888"
512,"2013-11-28",2,320.00,"542889"
513,"2013-12-01",50,3304.00,"542890"
514,"2013-12-02",65,629.50,"542891"
515,"2013-12-02",24,4337.00,"542892"
516,"2013-12-03",23,616.00,"542893"
517,"2013-12-03",20,2540.00,"542894"
518,"2013-12-04",63,1684.00,"542895"
519,"2013-12-05",56,2310.00,"542896"
520,"2013-12-05",76,28.00,"542897"
521,"2013-12-08",4,1477.00,"542898"
522,"2013-12-08",83,1704.00,"542899"
523,"2013-12-09",34,315.00,"542900"
524,"2013-12-10",20,344.00,"542901"
525,"2013-12-10",44,3603.22,"542902"
526,"2013-12-11",20,2216.25,"542903"
527,"2013-12-11",24,875.00,"542904"
528,"2013-12-12",78,228.00,"542905"
529,"2013-12-15",20,6984.50,"542906"
530,"2013-12-15",31,280.00,"542907"
531,"2013-12-16",5,96.50,"542908"
532,"2013-12-16",52,1335.00,"542909"
533,"2013-12-16",46,720.00,"542910"
534,"2013-12-17",87,1132.35,"542911"
535,"2013-12-17",12,12.50,"542912"
536,"2013-12-18",34,1442.50,"542913"
537,"2013-12-18",49,1650.00,"542914"
538,"2013-12-18",33,387.50,"542915"
539,"2013-12-19",62,1913.85,"542916"
540,"2013-12-19",41,2760.80,"542917"
541,"2013-12-22",63,770.00,"542918"
542,"2013-12-22",23,3687.00,"542919"
543,"2013-12-22",31,850.00,"542920"
544,"2013-12-23",25,1926.06,"542921"
545,"2013-12-23",91,399.85,"542922"
546,"2013-12-24",4,191.10,"542923"
547,"2013-12-24",61,393.45,"542924"
548,"2013-12-24",20,2499.25,"542925"
549,"2013-12-25",35,2878.08,"542926"
550,"2013-12-25",17,420.00,"542927"
551,"2013-12-26",38,446.60,"542928"
552,"2013-12-26",39,1585.00,"542929"
553,"2013-12-26",72,1632.15,"542930"
554,"2013-12-29",8,4035.80,"542931"
555,"2013-12-29",73,3923.75,"542932"
556,"2013-12-30",88,1255.80,"542933"
557,"2013-12-30",72,2290.40,"542934"
558,"2013-12-30",77,2775.00,"542935"
559,"2013-12-31",84,572.10,"542936"
560,"2013-12-31",27,18.40,"542937"
561,"2014-01-01",55,1660.00,"542938"
562,"2014-01-01",88,140.00,"542939"
563,"2014-01-01",42,187.00,"542940"
564,"2014-01-02",47,852.00,"542941"
565,"2014-01-02",66,1852.00,"542942"
566,"2014-01-05",67,648.00,"542943"
567,"2014-01-05",84,2070.00,"542944"
568,"2014-01-05",71,40.00,"542945"
569,"2014-01-06",32,8891.00,"542946"
570,"2014-01-06",39,11490.70,"542947"
571,"2014-01-07",49,833.00,"542948"
572,"2014-01-07",12,477.00,"542949"
573,"2014-01-07",65,1140.00,"542950"
574,"2014-01-08",75,678.00,"542951"
575,"2014-01-08",82,237.90,"542952"
576,"2014-01-09",46,3107.50,"542953"
577,"2014-01-09",24,250.80,"542954"
578,"2014-01-09",17,1030.76,"542955"
579,"2014-01-12",7,730.00,"542956"
580,"2014-01-12",9,843.00,"542957"
581,"2014-01-13",64,932.00,"542958"
582,"2014-01-13",38,1764.00,"542959"
583,"2014-01-13",81,1974.00,"542960"
584,"2014-01-14",70,2684.40,"542961"
585,"2014-01-14",41,568.95,"542962"
586,"2014-01-15",56,1007.70,"542963"
587,"2014-01-15",81,1508.12,"542964"
588,"2014-01-15",1,851.00,"542965"
589,"2014-01-16",20,4705.50,"542966"
590,"2014-01-16",5,1254.00,"542967"
591,"2014-01-19",47,2584.50,"542968"
592,"2014-01-19",81,919.50,"542969"
593,"2014-01-19",47,264.00,"542970"
594,"2014-01-20",76,4581.00,"542971"
595,"2014-01-20",80,975.00,"542972"
596,"2014-01-21",84,212.00,"542973"
597,"2014-01-21",59,735.00,"542974"
598,"2014-01-21",63,4059.00,"542975"
599,"2014-01-22",76,1112.00,"542976"
600,"2014-01-22",71,6164.90,"542977"
601,"2014-01-23",16,931.50,"542978"
602,"2014-01-23",39,1052.14,"542979"
603,"2014-01-23",84,740.00,"542980"
604,"2014-01-26",67,2740.00,"542981"
605,"2014-01-26",65,2984.00,"542982"
606,"2014-01-27",6,625.00,"542983"
607,"2014-01-27",20,3490.00,"542984"
608,"2014-01-27",55,2275.25,"542985"
609,"2014-01-28",3,660.00,"542986"
610,"2014-01-28",5,2630.95,"542987"
611,"2014-01-29",40,649.00,"542988"
612,"2014-01-29",25,1438.25,"542989"
613,"2014-01-29",26,519.00,"542990"
614,"2014-01-30",89,3523.40,"542991"
615,"2014-01-30",44,581.00,"542992"
616,"2014-02-02",35,519.00,"542993"
617,"2014-02-02",4,282.00,"542994"
618,"2014-02-02",63,17250.00,"542995"
619,"2014-02-03",5,1461.60,"542996"
620,"2014-02-03",48,98.40,"542997"
621,"2014-02-04",62,2004.60,"542998"
622,"2014-02-04",72,1630.00,"542999"
623,"2014-02-04",91,160.00,"543000"
624,"2014-02-05",9,2083.40,"543001"
625,"2014-02-05",30,2166.80,"543002"
626,"2014-02-06",90,336.80,"543003"
627,"2014-02-06",30,310.00,"543004"
628,"2014-02-06",5,729.50,"543005"
629,"2014-02-09",9,917.00,"543006"
630,"2014-02-09",67,2086.00,"543007"
631,"2014-02-10",63,1620.00,"543008"
632,"2014-02-10",90,611.30,"543009"
633,"2014-02-10",24,1875.00,"543010"
634,"2014-02-11",12,150.00,"543011"
635,"2014-02-11",71,988.40,"543012"
636,"2014-02-12",48,36.00,"543013"
637,"2014-02-12",45,1450.60,"543014"
638,"2014-02-12",76,1209.00,"543015"
639,"2014-02-13",34,3127.50,"543016"
640,"2014-02-13",29,70.00,"543017"
641,"2014-02-16",30,605.00,"543018"
642,"2014-02-16",65,11380.00,"543019"
643,"2014-02-16",18,860.10,"543020"
644,"2014-02-17",44,388.35,"543021"
645,"2014-02-17",50,2200.00,"543022"
646,"2014-02-18",39,5502.11,"543023"
647,"2014-02-18",71,2898.00,"543024"
